assessment,year,countrycode,grade,male,subgroup,n_score_timss_math,m_score_timss_math,se_score_timss_math,n_score_timss_scie,m_score_timss_scie,se_score_timss_scie,n_sdg411_scie,m_sdg411_scie,se_sdg411_scie,n_sdg411_math,m_sdg411_math,se_sdg411_math,n_total,n_bul_pv,n_bul_ev_all,n_bul_ev_o,n_bul_ev_trad,n_bul_any,n_bul_c_all
TIMSS,2019,AZE,4,1,bul_c_all=1,320,508.6539,7.8674817,320,419.21378,10.133039,320,.62473065,.042233769,320,.92763877,.017953329,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_all=0,1531,513.4173,3.4039166,1531,422.78879,3.6787658,1531,.64376086,.017337732,1531,.90467674,.010279248,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_all=1,1310,514.15314,4.0613651,1310,427.52408,4.8386922,1310,.62833428,.021380432,1310,.92562604,.012102942,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_o=0,2583,516.89728,2.9081583,2583,428.04352,3.291621,2583,.65329629,.014699462,2583,.92046154,.0077809137,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_o=1,258,477.01877,6.7292538,258,387.06851,8.3697586,258,.45142013,.035873901,258,.83307898,.037836351,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_trad=0,1581,512.862,3.3884478,1581,422.78284,3.5955968,1581,.64227521,.017267158,1581,.90544403,.010054478,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_ev_trad=1,1260,515.00806,4.1432166,1260,427.75043,4.8525352,1260,.62982267,.020426001,1260,.92545366,.012877207,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_pv=0,2179,514.58307,3.1210833,2179,424.66397,3.4278731,2179,.64150316,.014772332,2179,.91147929,.0094585791,2841,662,1310,258,1260,1310,320
TIMSS,2019,AZE,4,1,bul_pv=1,662,510.42889,4.8146353,662,425.26102,6.0796585,662,.62085283,.031435549,662,.9213739,.016631709,2841,662,1310,258,1260,1310,320
TIMSS,2019,BFL,4,0,all,2367,527.12994,2.1884205,2367,499.17099,2.2669971,2367,.92384928,.0068118717,2367,.97117227,.0049681263,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_any=1,1203,518.3891,3.1590862,1203,490.5336,3.1982353,1203,.90077001,.011615812,1203,.95853281,.0089900997,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_c_all=0,1886,529.51678,2.4418814,1886,502.43341,2.6463284,1886,.93109447,.0086728912,1886,.9766311,.0040348046,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_c_all=1,481,520.0321,5.2105389,481,489.46964,5.0737314,481,.90230423,.017834833,481,.95493948,.014162646,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_all=0,1164,535.85486,2.6178315,1164,507.79269,2.5057855,1164,.94688654,.0084257266,1164,.98378879,.0062094331,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_all=1,1203,518.3891,3.1590862,1203,490.5336,3.1982353,1203,.90077001,.011615812,1203,.95853281,.0089900997,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_o=0,2212,528.53497,2.1798592,2212,500.87436,2.1916068,2212,.92787731,.0071648583,2212,.97342533,.0051230774,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_o=1,155,505.55743,6.5510015,155,473.01886,7.7549763,155,.86200589,.035181783,155,.93658054,.026025422,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_trad=0,1210,534.70886,2.6059721,1210,506.45792,2.4490247,1210,.94303024,.008356004,1210,.9831658,.0064631086,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_ev_trad=1,1157,518.97156,3.2234547,1157,491.32703,3.1979668,1157,.903202,.011219385,1157,.95826191,.0093524652,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_pv=0,1574,532.08142,2.3996978,1574,504.6944,2.299968,1574,.93928432,.0076678414,1574,.97745043,.0053902748,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,0,bul_pv=1,793,516.85413,4.3068266,793,487.70844,4.4065204,793,.89181709,.016759528,793,.95814335,.0099373236,2367,793,1203,155,1157,1203,481
TIMSS,2019,BFL,4,1,all,2288,537.97137,2.7812164,2288,502.93796,2.6785104,2288,.92402858,.0083504217,2288,.97673565,.0043069404,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_any=1,1410,532.65393,3.1419299,1410,497.27866,3.2032471,1410,.91060227,.01049196,1410,.97296423,.0064148465,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_c_all=0,1825,541.4903,2.8534119,1825,505.49319,2.7857344,1825,.93190253,.0086700572,1825,.97927165,.0042728237,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_c_all=1,463,527.76031,5.9966226,463,495.52338,6.0738912,463,.90118051,.019208292,463,.96937692,.012139469,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_all=0,878,546.94855,3.6398222,878,512.49237,3.3795938,878,.94669569,.0093142679,878,.98310286,.0059201233,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_all=1,1410,532.65393,3.1419299,1410,497.27866,3.2032471,1410,.91060227,.01049196,1410,.97296423,.0064148465,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_o=0,2129,540.50293,2.7860301,2129,505.85294,2.7117007,2129,.93399233,.0088396035,2129,.97923577,.004465194,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_o=1,159,503.78696,8.0092573,159,463.57611,8.7037001,159,.78948516,.046583239,159,.94297618,.020688267,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_trad=0,908,545.81171,3.6713183,908,510.76981,3.4139562,908,.94265985,.0099260183,908,.98250425,.0061920728,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_ev_trad=1,1380,533.04773,3.0481687,1380,498.01968,3.1706235,1380,.91232842,.010789838,1380,.97311306,.0066254279,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_pv=0,1253,542.28351,3.3183262,1253,509.24475,2.8015962,1253,.9363429,.0089869723,1253,.97808135,.0052172947,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BFL,4,1,bul_pv=1,1035,532.79291,3.3786669,1035,495.3642,3.6868138,1035,.90924042,.013071746,1035,.97511971,.0068957764,2288,1035,1410,159,1380,1410,463
TIMSS,2019,BGR,4,0,all,2087,513.88885,4.7964401,2087,525.17303,5.2372055,2087,.88151252,.016271023,2087,.89961654,.017039116,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_any=1,1050,500.73199,6.4880505,1050,510.15503,7.2325187,1050,.85969025,.024593765,1050,.87336463,.027400702,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_c_all=0,1899,518.19525,3.9929688,1899,530.21704,4.9479876,1899,.89193791,.016121173,1899,.91003042,.013950306,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_c_all=1,188,484.71439,17.575024,188,491.0015,19.163168,188,.81088442,.058429118,188,.82906622,.07909777,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_all=0,1037,527.60931,4.5088825,1037,540.83435,5.2525902,1037,.90426964,.01598414,1037,.92699295,.015271599,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_all=1,1050,500.73199,6.4880505,1050,510.15503,7.2325187,1050,.85969025,.024593765,1050,.87336463,.027400702,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_o=0,1906,517.77863,4.7620764,1906,530.25,5.0364242,1906,.8952831,.017164867,1906,.90820515,.018517368,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_o=1,181,475.2106,8.3773327,181,474.69025,11.866311,181,.74458528,.056958273,181,.81421584,.052520372,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_trad=0,1060,527.6051,4.5047078,1060,540.82111,5.2514219,1060,.90303516,.015872015,1060,.92464334,.015082799,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_ev_trad=1,1027,500.26071,6.5034561,1027,509.62552,7.263526,1027,.86012822,.024847619,1027,.87475061,.027649011,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_pv=0,1651,517.89722,4.5951958,1651,529.75635,5.0617537,1651,.88962525,.017625779,1651,.90761089,.017329654,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,0,bul_pv=1,436,499.05304,7.3335662,436,508.20941,8.9793606,436,.85148597,.031871025,436,.87002814,.036487997,2087,436,1050,181,1027,1050,188
TIMSS,2019,BGR,4,1,all,2181,516.06903,4.5505924,2181,517.70465,5.3334217,2181,.86240727,.016211981,2181,.89086485,.019481547,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_any=1,1332,508.77094,4.6401811,1332,509.50363,5.8255548,1332,.85235482,.016719047,1332,.88433748,.023361802,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_c_all=0,1968,522.98907,4.080524,1968,525.15527,5.1312251,1968,.87744033,.017450089,1968,.90766668,.017730515,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_c_all=1,213,473.16385,16.161457,213,471.5097,17.869455,213,.7692008,.058409315,213,.78669167,.079814084,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_all=0,849,528.06854,7.4735184,849,531.18878,9.1809731,849,.87893564,.030084882,849,.90159726,.026780274,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_all=1,1332,508.77094,4.6401811,1332,509.50363,5.8255548,1332,.85235482,.016719047,1332,.88433748,.023361802,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_o=0,1907,521.44019,4.6607938,1907,523.03607,5.6842108,1907,.87311232,.018562637,1907,.90355384,.019518672,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_o=1,274,478.7388,6.6815457,274,480.65057,7.4309263,274,.78800601,.028774258,274,.80267447,.039069828,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_trad=0,873,528.0791,7.3464026,873,531.3045,9.0361252,873,.8799569,.029649027,873,.90219384,.026657926,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_ev_trad=1,1308,508.48044,4.7660303,1308,509.11154,5.9753313,1308,.85131854,.017164825,1308,.88370663,.023842201,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_pv=0,1491,522.97369,4.8343425,1491,523.74878,6.0550499,1491,.87109649,.020533415,1491,.90445089,.018481689,2181,690,1332,274,1308,1332,213
TIMSS,2019,BGR,4,1,bul_pv=1,690,501.52896,7.0570865,690,504.97675,8.1390877,690,.84410936,.025825348,690,.86225516,.036454212,2181,690,1332,274,1308,1332,213
TIMSS,2019,BHR,4,0,all,2788,482.33948,3.1424975,2788,509.83881,3.7718613,2788,.89109313,.010619193,2788,.82379371,.012789155,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_any=1,1668,474.48044,3.9012499,1668,496.84387,4.125854,1668,.86232638,.014087885,1668,.80466253,.020419678,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_c_all=0,2687,486.23792,3.2422862,2687,515.90717,3.5678892,2687,.90977979,.0084348647,2687,.8355273,.013692015,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_c_all=1,101,436.80527,9.9771442,101,438.95941,15.794135,101,.67282993,.10096871,101,.68674403,.039323833,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_all=0,1120,493.60779,3.3700867,1120,528.47095,3.7486618,1120,.93233901,.0091326972,1120,.85122406,.010107541,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_all=1,1668,474.48044,3.9012499,1668,496.84387,4.125854,1668,.86232638,.014087885,1668,.80466253,.020419678,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_o=0,2378,487.53772,3.1041021,2378,519.11969,3.5970862,2378,.91796964,.0089188218,2378,.84168208,.011211051,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_o=1,410,452.31049,6.2359715,410,456.22522,6.5656691,410,.735834,.030286822,410,.72045708,.032243099,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_trad=0,1159,492.91879,3.5354335,1159,527.18146,4.1035447,1159,.92542529,.010823375,1159,.85132676,.010090226,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_ev_trad=1,1629,474.45053,3.8829515,1629,496.90646,3.9722579,1629,.86549175,.013181684,1629,.80326247,.020826399,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_pv=0,1747,487.2677,3.5528421,1747,518.32587,4.6711879,1747,.90718681,.014860373,1747,.83769357,.012615738,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,0,bul_pv=1,1041,473.66675,4.2130613,1041,494.90323,4.4645543,1041,.86277133,.014702721,1041,.79933268,.024861459,2788,1041,1668,410,1629,1668,101
TIMSS,2019,BHR,4,1,all,2974,477.49921,3.2763679,2974,476.17361,5.0733719,2974,.78797972,.018853566,2974,.8047139,.011784741,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_any=1,2215,472.77985,3.7235518,2215,468.69281,5.6176701,2215,.76159,.023194255,2215,.78736776,.014425719,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_c_all=0,2589,481.25726,3.7093954,2589,482.86044,5.5954485,2589,.81003821,.020895984,2589,.81536168,.013626182,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_c_all=1,385,456.98419,6.5462546,385,439.67081,12.085614,385,.66756427,.047455721,385,.74658829,.027484747,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_all=0,759,490.26773,4.2009835,759,496.41348,5.4688349,759,.85937899,.016242571,759,.85164511,.01737825,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_all=1,2215,472.77985,3.7235518,2215,468.69281,5.6176701,2215,.76159,.023194255,2215,.78736776,.014425719,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_o=0,2158,489.0744,3.2450206,2158,496.0813,4.3376145,2158,.86465293,.014266565,2158,.84492409,.011836109,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_o=1,816,445.97638,4.9671316,816,421.95886,6.6639681,816,.57917511,.033252031,816,.69520921,.025662156,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_trad=0,797,488.80844,4.1574368,797,494.86801,5.4026971,797,.85605431,.016303295,797,.84718937,.01835108,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_ev_trad=1,2177,473.02777,3.7575791,2177,468.78226,5.7008276,2177,.76106453,.023531012,2177,.78792,.014889912,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_pv=0,1391,485.00958,3.0995018,1391,490.17975,4.8484416,1391,.83974779,.016303973,1391,.83360213,.013877128,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,4,1,bul_pv=1,1583,470.6145,4.2781858,1583,463.33435,6.3526993,1583,.74052459,.026952939,1583,.77823234,.017027691,2974,1583,2215,816,2177,2215,385
TIMSS,2019,BHR,8,0,all,2703,491.96481,2.2901423,2703,512.00055,2.6920233,2703,.67881662,.014018966,2703,.59342468,.012734159,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_any=1,1328,476.92929,2.9457438,1328,493.66608,4.4234147,1328,.60202849,.024734264,1328,.52756184,.018699879,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_c_all=0,2533,492.32245,2.3437028,2533,511.53223,2.8039231,2533,.67388517,.014494137,2533,.59301144,.01283885,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_c_all=1,170,489.3252,8.4305735,170,515.45703,7.7346549,170,.71521473,.053925134,170,.59647483,.038899694,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_all=0,1399,505.60297,2.9930525,1399,528.49658,3.0064051,1399,.74828416,.016904285,1399,.65351135,.015316743,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_all=1,1304,476.18738,2.8965733,1304,492.91696,4.4938788,1304,.59845257,.025243759,1304,.52391291,.018841341,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_o=0,2308,495.42719,2.4162498,2308,517.88806,2.5281243,2308,.70441157,.014216944,2308,.60798866,.014326998,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_o=1,395,470.26935,5.5625925,395,475.1091,6.5275712,395,.5184381,.032463074,395,.50216627,.024829619,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_trad=0,1448,505.91687,2.88972,1448,527.68158,3.0725124,1448,.74458915,.016976571,1448,.65277058,.014610977,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_ev_trad=1,1255,474.80099,2.8656514,1255,492.70975,4.5879455,1255,.59790331,.02535245,1255,.52041745,.019047016,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_pv=0,1894,499.68036,2.4584117,1894,522.8739,2.5519521,1894,.72295231,.014969826,1894,.62879837,.012877308,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,0,bul_pv=1,809,472.70688,3.4797871,809,484.86078,5.0764332,809,.56865436,.025403498,809,.50513226,.021438874,2703,809,1304,395,1255,1328,170
TIMSS,2019,BHR,8,1,all,3022,470.62326,2.2637668,3022,461.06055,2.9125409,3022,.45899293,.013833819,3022,.51316768,.012141169,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_any=1,1981,466.35571,2.7827032,1981,452.56107,3.1397498,1981,.43878287,.016197858,1981,.4989149,.014127579,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_c_all=0,2709,471.62405,2.1928804,2709,461.19092,2.97105,2709,.45872971,.013522286,2709,.51365328,.011664844,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_c_all=1,313,464.19269,9.7355976,313,460.22275,6.3610148,313,.46068409,.039639965,313,.51004755,.05173118,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_all=0,1070,478.5423,3.4752884,1070,477.30957,4.8732691,1070,.50069356,.022043234,1070,.53945839,.019977506,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_all=1,1952,466.18402,2.9925556,1952,451.95169,3.2669544,1952,.43561646,.0166611,1952,.49842969,.014419375,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_o=0,2381,475.88708,2.4839787,2381,474.44363,2.9092832,2381,.50345033,.014779411,2381,.53553748,.014182637,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_o=1,641,450.01071,4.3060503,641,408.65387,6.2566075,641,.28490272,.020847687,641,.42557016,.020808967,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_trad=0,1110,477.28885,3.6121449,1110,475.90451,4.828898,1110,.49578655,.021821771,1110,.53191555,.020829098,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_ev_trad=1,1912,466.67453,2.9892588,1912,452.26691,3.2999163,1912,.4371962,.016670119,1912,.50206131,.014752062,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_pv=0,1574,475.38138,3.2419457,1574,476.35294,4.1787338,1574,.50355113,.021906041,1574,.53224224,.018703114,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BHR,8,1,bul_pv=1,1448,465.42615,2.732924,1448,444.3573,3.0186503,1448,.41032392,.015398027,1448,.49233335,.015230306,3022,1448,1952,641,1912,1981,313
TIMSS,2019,BIH,4,0,all,2747,447.2016,2.8814256,2747,462.00238,2.9966359,2747,.79484153,.015587525,2747,.75642079,.013129595,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_any=1,846,430.81497,3.6012211,846,449.02902,3.5332134,846,.74380618,.024910308,846,.68829668,.020645343,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_c_all=0,2114,449.67709,3.227402,2114,465.37894,3.2954304,2114,.8071264,.016051073,2114,.76788217,.013728221,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_c_all=1,633,438.87885,6.8842916,633,450.65033,5.8954601,633,.75353926,.03263782,633,.71788722,.035072323,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_all=0,1901,454.53714,3.0769923,1901,467.80997,3.1285157,1901,.81768775,.015180242,1901,.78691685,.017107975,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_all=1,846,430.81497,3.6012211,846,449.02902,3.5332134,846,.74380618,.024910308,846,.68829668,.020645343,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_o=0,2564,449.15506,2.8578908,2564,463.63925,2.936924,2564,.8017332,.014871949,2564,.76445806,.013217544,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_o=1,183,420.57303,7.7154737,183,439.68964,9.3204927,183,.70089841,.049755495,183,.64686161,.046140399,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_trad=0,1926,454.40472,3.0534608,1926,467.85706,3.0958962,1926,.81883472,.015119277,1926,.78724945,.016610386,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_ev_trad=1,821,430.35178,3.6940792,821,448.30695,3.7181537,821,.73871583,.025315471,821,.68430543,.020749653,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_pv=0,2371,450.19528,2.9819043,2371,464.06894,2.8863497,2371,.80451697,.014290442,2371,.76952595,.014391606,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,0,bul_pv=1,376,428.75049,3.8325617,376,449.26572,6.3613281,376,.73520881,.036063697,376,.6756497,.029004563,2747,376,846,183,821,846,633
TIMSS,2019,BIH,4,1,all,2870,455.95801,2.7962389,2870,455.34161,3.6715581,2870,.76251829,.017539788,2870,.76992935,.014606521,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_any=1,1242,442.49826,3.6448879,1242,445.96231,4.8520679,1242,.72225779,.023972362,1242,.72239345,.019255523,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_c_all=0,2230,457.31726,3.2981949,2230,457.51584,4.2269378,2230,.7644825,.019072054,2230,.77401614,.015897572,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_c_all=1,640,451.23422,6.2315202,640,447.78552,6.3444324,640,.75569206,.032176815,640,.75572646,.032365974,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_all=0,1628,466.17673,3.1190696,1628,462.46243,3.8485351,1628,.79308426,.020612244,1628,.80601889,.016723892,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_all=1,1242,442.49826,3.6448879,1242,445.96231,4.8520679,1242,.72225779,.023972362,1242,.72239345,.019255523,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_o=0,2594,459.96255,2.7818208,2594,458.99033,3.494957,2594,.77971417,.017391078,2594,.78658599,.014203458,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_o=1,276,417.95117,5.9584861,276,420.71185,9.3750067,276,.59931284,.048649255,276,.61184198,.03867919,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_trad=0,1661,465.88593,3.1002884,1661,462.42694,3.9096465,1661,.79328442,.020864632,1661,.8058207,.01647852,2870,642,1242,276,1209,1242,640
TIMSS,2019,BIH,4,1,bul_ev_trad=1,1209,442.13168,3.6896391,1209,445.47409,4.8604474,1209,.71967125,.023613654,1209,.7199446,.019772895,2870,642,1242,276,1209,1242,640
