countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,grade,male,year,bullying_pv25,bullying_pv50,bullying_pv75,bullying_ev_all25,bullying_ev_all50,bullying_ev_all75,bullying_ev_online25,bullying_ev_online50,bullying_ev_online75,bullying_ev_trad25,bullying_ev_trad50,bullying_ev_trad75,bullying_c_all,violence_c_all,violence_c_cp,violence_c_teach,bullying_index,bullying_pv,bullying_ev_all,bullying_ev_online,bullying_ev_trad
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.1497006,.0059880242,0,.48502994,.095808387,.0059880242,.011976048,0,0,.44311377,.089820363,.0059880242,.048590653,1,.032253843,1,11.26800608965171,.14116915,.27490747,.034652423,.26646692
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.05708288,1,.037542477,1,11.55724068004038,.10292651,.21362494,.019789068,.20736927
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.04056754,1,.027257355,1,10.9907832400698,.17775638,.33353728,.048872393,.32300645
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.19444445,.0092592593,0,.41666666,.2037037,.018518519,.064814813,.0092592593,0,.42592594,.17592593,.018518519,.11872839,1,.11872839,1,11.14645515458285,.14745319,.31477064,.090085834,.30514017
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.1326353,1,.1326353,1,11.35755591065149,.12378825,.28231141,.07712806,.27285919
ALB,Albania,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.10578881,1,.10578881,1,10.93964227648612,.1695037,.34501553,.10215963,.33521891
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2019,.50581396,.26162791,.023255814,.17732558,.53488374,.21947674,.26017442,.04360465,.0014534884,.20203489,.53488374,.19040698,.23380454,1,.18780459,1,9.502811192955827,.39318773,.59630573,.18595381,.58087277
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.21894996,1,.18331252,1,9.850827915798806,.32719493,.53645861,.142087,.51866519
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.24873516,1,.19231968,1,9.152166064267741,.45983276,.6567443,.23025414,.64369518
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2019,.46869984,.17014447,.041733548,.31460676,.47191012,.12680578,.21990369,.044943821,.016051365,.33065811,.46067417,.11075442,.18404432,.18565407,.15397581,.15473187,9.618587663756067,.34733242,.51971072,.18488461,.50638789
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.17199659,.17199659,.14058256,.14432874,10.10397309891516,.24622855,.42617905,.12281263,.40987185
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.19531856,.19843474,.16650924,.16446713,9.171333844922694,.43985334,.60530227,.24168715,.59471041
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2023,.52980131,.30463576,.019867551,.18145695,.58807945,.1615894,.36556292,.074172184,0,.21324503,.57748342,.13907285,.24810606,1,.21551023,1,9.682193773327322,.4209463,.58379722,.2371432,.5667038
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.24744998,1,.21440339,1,9.914753497307281,.38089404,.54583704,.21034139,.52623475
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.24873607,1,.2165731,1,9.457179401390782,.45909187,.61995035,.26266912,.60524631
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2023,.54933333,.17200001,.0053333333,.30533335,.58933336,.070666663,.37599999,.041333333,.0026666666,.34,.55866665,.064000003,.21162769,.21299811,.19397284,.18128274,9.743123703748363,.3413218,.53810602,.2316291,.52108216
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.19035995,.19191273,.17792422,.16957311,10.08392196344143,.28487203,.50157189,.1890727,.48387474
ARE,United Arab Emirates,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.23375708,.23493776,.21067166,.1934668,9.393860356277084,.39616954,.57360333,.27297777,.55723363
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.079999998,.0066666668,0,.62666667,.06666667,0,.026666667,0,0,.60000002,.059999999,0,.14861634,1,.093811497,1,11.29980417131186,.13900694,.30508682,.070623502,.29488602
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.15179579,1,.092559703,1,11.57641765780659,.11510208,.25072697,.046024878,.23797783
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.14563157,1,.09498664,1,11.03660621294368,.16117065,.35548726,.09343043,.34764919
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.32214764,.013422819,0,.59731543,.22818792,.0067114094,.17449665,0,0,.59731543,.22147651,.0067114094,.12690197,1,.12690197,1,10.87670059179393,.19952945,.38415992,.14948697,.3708016
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.12647226,1,.12647226,1,11.13128657087548,.16506186,.34143934,.12070107,.33339185
ARM,Armenia,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.12731358,1,.12731358,1,10.61819447127012,.23273964,.42532206,.17722274,.40684661
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2019,.5714286,.14982578,.0069686412,.37282231,.50522649,.094076656,.038327526,0,0,.40418118,.48432055,.073170729,.21542218,1,.14189357,1,9.521081540362124,.32482928,.52304369,.070400886,.50297529
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.21954964,1,.14706536,1,9.581160833975462,.28885633,.50314766,.060095381,.4807156
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.21140438,1,.13685918,1,9.462845283746292,.35966685,.54231179,.080381125,.52453238
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2019,.50704223,.070422538,0,.47535211,.45422536,.04225352,.16549295,0,0,.53521127,.40845069,.02112676,.30761853,.30916286,.14274026,.10926763,9.53541963493312,.26923707,.47973922,.14919622,.45928419
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.30915585,.31079015,.14727254,.11099584,9.494230949114112,.22641857,.47221586,.18429233,.44773832
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.30617732,.30763724,.13849126,.10764743,9.575890644962488,.31119475,.48711133,.11480568,.47059792
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2023,.57243818,.21201414,.014134276,.28268552,.55830389,.10954063,.11660777,.010600707,0,.33568904,.50883394,.095406361,.23601134,1,.16343993,1,9.715705789891839,.36413619,.5316233,.12184948,.51011699
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.22831003,1,.15922752,1,9.824916698352546,.33164635,.50101107,.12437523,.47341734
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.24503395,1,.16837505,1,9.594487493344278,.39937833,.56482881,.11910978,.54992551
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2023,.60507244,.25724638,.010869565,.2210145,.62681162,.12681159,.39855072,.021739131,0,.25362319,.60507244,.10869565,.34236956,.35640401,.20092906,.14815059,9.489318296206621,.39189249,.57329446,.23171403,.5598821
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.34917173,.36155906,.20178406,.14747296,9.42823198520812,.36375588,.57094455,.24639428,.56029308
AUS,Australia,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.33650452,.3519592,.20019186,.14873485,9.544728177367199,.41675392,.57537079,.21874261,.55951899
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.49740931,.056994818,.005181347,.46113989,.39378238,.041450776,.062176164,0,0,.49740931,.35233161,.041450776,.25924364,1,.043495044,1,10.16713393185355,.27205649,.45785025,.088670291,.44661671
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.24493979,1,.041672479,1,10.3830238465111,.21440196,.39943287,.081476659,.38963011
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.27291903,1,.04523753,1,9.956791883782548,.32790244,.51443517,.09563826,.50181568
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.55414015,.095541403,0,.25477707,.61783439,.11464968,.18471338,0,0,.27388534,.61783439,.095541403,.54106241,.54106241,.1529167,.094387695,9.881979084645877,.31978863,.58034289,.16221958,.56952322
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.53769779,.53769779,.13349126,.083303139,9.965591116513966,.27743316,.55756301,.15704966,.54498935
AUT,Austria,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.54426181,.54426181,.17138822,.10492793,9.800941726235678,.35985124,.60188955,.16710965,.59272897
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.35051546,.010309278,0,.48453608,.27319586,.015463918,.030927835,0,0,.51546389,.23195876,.010309278,.16029099,1,.13900734,1,10.94392364538754,.18986161,.38148117,.074080333,.36344954
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.15409739,1,.1337741,1,11.13518810764512,.17143795,.33495119,.067875244,.31749257
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.16588123,1,.14373079,1,10.77591858299125,.205889,.42195925,.079478353,.40342915
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.62814069,.12562814,.010050251,.17085427,.6231156,.16582915,.40201005,.035175879,.0050251256,.2160804,.60301507,.14070351,.28939217,1,.3007471,1,9.988210650023795,.34139425,.60008949,.23663022,.58042246
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.29664981,1,.30449018,1,10.33142348267732,.28910205,.56539392,.18513644,.54476672
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.28319249,1,.29754966,1,9.685732729417495,.38653401,.63003951,.28108078,.61120123
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.68020302,.12690355,.005076142,.35025382,.56345177,.05076142,.30456853,.015228426,.005076142,.37563452,.52284265,.05076142,.33654782,.34151679,.31458753,.31583834,9.995681106744941,.34877393,.5254488,.20167764,.50752217
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.35482365,.35866052,.33230957,.3334415,10.26243075266249,.31975102,.50827557,.17617698,.49148291
AZE,Azerbaijan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.31929219,.32533002,.29785478,.29921779,9.719212434309021,.37563232,.54134125,.22527644,.52236515
BFL,,,,,,,,,,4,-9,2019,.59183675,.22448979,.0068027209,.23129252,.6122449,.095238097,.013605442,0,0,.25170067,.59183675,.088435374,.23979171,1,.14435437,1,9.473641299993277,.38848329,.56250167,.064972535,.54660565
BFL,,,,,,,,,,4,0,2019,,,,,,,,,,,,,.24056531,1,.14700277,1,9.645535408902953,.32517344,.49954501,.061150111,.48159215
BFL,,,,,,,,,,4,1,2019,,,,,,,,,,,,,.2389853,1,.14159368,1,9.29410703415407,.45436165,.62801254,.068950035,.6142568
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.41059601,.092715234,0,.2781457,.46357617,.18543047,.092715234,0,0,.31125829,.43046358,.18543047,.13712585,1,.0453895,1,9.801514848246208,.26933992,.56818283,.1092097,.55923718
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.13106933,1,.043250144,1,10.0477943220185,.21271339,.51048505,.091378897,.50161248
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.14276408,1,.047381107,1,9.570575343502037,.32197624,.62181491,.12578405,.61280137
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.47058824,.09150327,.045751635,.1503268,.49019608,.28104576,.17647059,.013071896,.0065359478,.16993465,.48366013,.26143792,.16656826,1,.087522514,1,9.931663869988419,.3156558,.60383213,.16695818,.59337884
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.16034798,1,.093890853,1,10.08157385527418,.28023931,.57446235,.14866814,.56379026
BGR,Bulgaria,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.17181224,1,.082153745,1,9.798787641211176,.34713209,.62993449,.1832134,.61967558
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2019,.47567567,.36216217,.027027028,.12432432,.49189189,.35135135,.23243243,.048648648,.0054054055,.15135135,.48108107,.33513513,.084345713,1,.060222145,1,9.277213052317189,.44423446,.66157067,.20973782,.64672565
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.036226686,1,.031922527,1,9.712208533249617,.36234421,.58912021,.14756311,.57283747
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.12945528,1,.086751848,1,8.858884725269251,.52173358,.73013622,.26857859,.7166518
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2019,.5,.26785713,0,.2767857,.625,.071428575,.20535715,0,0,.26785713,.65178573,.035714287,.084366813,.10165939,.08401747,.066724889,9.578215060048647,.38385975,.55393195,.17116298,.5399285
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.062893085,.065852754,.059193488,.056233816,9.985088403785051,.28604198,.46363741,.13762683,.44839054
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.10357379,.1336863,.10622104,.076108538,9.181945426308555,.47795284,.64078826,.20342214,.62798083
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2023,.43315509,.39037433,.053475935,.17647059,.47058824,.31016043,.39037433,.10160428,.010695187,.19251336,.48663101,.27807486,.11297148,1,.079668812,1,9.414953040581585,.47579482,.64131683,.26852509,.62719101
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.08629062,1,.060889054,1,10.00295325822515,.36289907,.53921521,.1938006,.52684736
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.13886875,1,.09789703,1,8.867133926388771,.5795325,.73513609,.33718801,.7193948
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2023,.58974361,.23931624,.008547009,.26495728,.64957267,.07692308,.31623933,0,0,.2905983,.63247865,.05982906,.1000387,.1000387,.054566562,.054566562,9.724241804905736,.41186726,.58146882,.21280034,.57258838
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.06135717,.06135717,.0292564,.0292564,10.16921540601563,.35220119,.53871673,.16089864,.53021657
BHR,Bahrain,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.13520503,.13520503,.077576652,.077576652,9.261020603473717,.47031096,.62334508,.26363871,.61409211
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.23595506,.011235955,0,.71348315,.14044943,.011235955,.033707865,0,0,.69101125,.14044943,0,.23292112,1,.1578574,1,10.82367501648631,.18276925,.37182343,.082148351,.3600904
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.23738715,1,.16065432,1,11.10763808758632,.13960049,.30922765,.068346336,.29947028
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.22857319,1,.15513442,1,10.54961799167323,.22396739,.43156177,.095320314,.41794324
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.61666667,.050000001,0,.46666667,.45833334,.033333335,.27500001,.025,0,.47499999,.44166666,.033333335,.41856959,1,.3889699,1,10.05395822138797,.30185598,.48946902,.20320873,.48032296
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.4123002,1,.38437,1,10.3253206032099,.26807076,.45616207,.183219,.44568536
BIH,Bosnia and Herzegovina,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.42489299,1,.3936094,1,9.764559816468562,.33627602,.5234018,.22357404,.51561141
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.6231156,.18844222,.010050251,.19346733,.60678393,.16708542,.43090454,.022613065,.0012562814,.23241206,.59798998,.13065326,.19990414,1,.072834596,1,9.668822216238013,.35454315,.56928182,.22091748,.54430723
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.20054205,1,.07558804,1,9.940922327834796,.30882934,.5298897,.18845242,.50428122
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.19926643,1,.070082039,1,9.391937212859286,.40037072,.60877198,.25346333,.58443284
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.27679622,.58539456,.11307421,.043580685,.52296817,.42520612,.49469966,.036513545,.0035335689,.053003535,.5465253,.39104828,.32664368,.33758128,.17273834,.12713915,9.179954392784941,.55343819,.71062934,.2472875,.70063138
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.32630035,.33765629,.16855621,.12229307,9.249393141474274,.54634476,.70947689,.23403043,.7007004
BRA,Brazil,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.32697797,.33750823,.17681044,.13185769,9.107715720249827,.56051183,.71177864,.26050755,.70056248
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,-9,2019,.50284094,.11789773,.012784091,.30965909,.49005681,.10653409,.04971591,.0014204546,0,.33238637,.46590909,.09375,.2026335,1,.093495585,1,9.575742841280201,.30473322,.51111424,.074707001,.49693102
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.21480662,1,.099079214,1,9.737384111209941,.26417023,.46376002,.062565148,.44755223
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.19091834,1,.088122018,1,9.421646122482029,.34344655,.55630916,.086295202,.54405814
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,-9,2023,.5978756,.17754173,.015174507,.26707131,.57663125,.10925645,.12443095,.0045523522,0,.30500758,.5508346,.094081946,.26146385,1,.15652041,1,9.775680285551687,.35234186,.5484277,.11765142,.53390902
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.26300085,1,.15851866,1,9.935847511214345,.31607518,.51388007,.10632968,.49600345
CAN,Canada,NAC,North America,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.25988692,1,.15447026,1,9.60563532574065,.38978329,.58409435,.12933987,.57304239
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,-9,2019,.57396448,.071005918,0,.3372781,.52071005,.10059172,.065088756,.01183432,0,.36094674,.5029586,.094674557,.19619791,1,.09697336,1,9.838923195570837,.30129203,.53972828,.11008079,.53089827
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.19648738,1,.089684278,1,10.05630008341035,.2654039,.50805801,.079661541,.50122982
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.19591692,1,.10404914,1,9.623892458508745,.33655673,.57084841,.13997158,.56005132
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,-9,2019,.39634147,.048780486,0,.5,.36585367,.036585364,.036585364,0,0,.52439022,.33536586,.030487806,.2951566,.30762404,.13358434,.11258318,9.863974778694557,.24298285,.4620316,.094893441,.45022067
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.30129683,.31340933,.12729973,.1059461,9.863919261188098,.20287412,.44250098,.10112196,.42802224
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.28951585,.30230936,.13935772,.11868036,9.864028316165802,.28137204,.48072493,.08893194,.47146744
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,-9,2023,.62359548,.11797753,.0056179776,.32584271,.60674155,.056179777,.18539326,.0056179776,0,.33146068,.6179775,.039325844,.33658361,1,.2715106,1,9.80987328066276,.32625112,.55146885,.17213069,.54279858
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.31758252,1,.26113588,1,9.958946914824253,.28226808,.53334326,.15232818,.52435994
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.35309926,1,.28052825,1,9.673683388895284,.36564645,.56770384,.18986768,.55931395
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,-9,2023,.53571427,.3392857,.011904762,.13095239,.68452382,.17857143,.26785713,0,0,.14880952,.6785714,.16071428,.36753079,.38059276,.28509039,.25500074,9.570372325198102,.43590224,.62746924,.18670292,.61887962
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.36749068,.37984598,.28594545,.25700539,9.531998006216684,.4340018,.64159936,.17644179,.63170731
CHL,Chile,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.36756882,.38130111,.28427935,.25309929,9.607969643884157,.43773994,.61380565,.19662529,.60647541
CIV,Cote d'Ivoire,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,8,-9,2023,.084415585,.5,.39610389,.032467533,.3116883,.63636363,.39610389,.058441557,0,.032467533,.38311687,.56493509,.44507205,.49615231,.36013082,.28082162,9.445138968304283,.68449229,.76723373,.2617428,.7495386
CIV,Cote d'Ivoire,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,8,0,2023,,,,,,,,,,,,,.4181312,.46821985,.34352025,.26735532,9.45738330790943,.68873554,.76709414,.24090226,.74961668
CIV,Cote d'Ivoire,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LMC,Lower middle income,IDX,IDA,8,1,2023,,,,,,,,,,,,,.47246292,.52455139,.37701887,.2945129,9.433139031804251,.68033379,.76737052,.28216702,.74946207
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.49006623,.12582782,.0066225166,.45033112,.41059601,.10596026,.066225164,.013245033,0,.49006623,.36423841,.079470202,.26438844,1,.078333892,1,10.00236683659767,.29624444,.48436472,.10085385,.45921558
CYP,Cyprus,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.26581722,1,.077370755,1,10.20602482630193,.25744858,.43236667,.088764109,.40454197
